"","Taxon","NamID","fieldNumber","references"
"978","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0399","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013165"
"981","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1094","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990010455"
"990","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1094","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014667"
"992","Bathymodiolus platifrons","Izena Cauldron","HPD#1193","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021696"
"996","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0226","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030008869"
"997","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1268","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010015106"
"998","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1369","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020011528"
"1001","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#1621","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042183"
"1006","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1352","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020011316"
"1009","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1194","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010781"
"1014","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1614","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041394"
"1017","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0226","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030012780"
"1020","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#0863","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2960014018"
"1021","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1273","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011088"
"1027","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1274","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011161"
"1029","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1094","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014396"
"1031","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1275","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011178"
"1034","Bathymodiolus platifrons","Izena Cauldron","HPD#0395","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013114"
"1036","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1352","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020006255"
"1040","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1269","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010010967"
"1041","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#0863","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2960004232"
"1042","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1617","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041626"
"1044","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1189","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010706"
"1047","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1269","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010010968"
"1049","Bathymodiolus platifrons","Izena Cauldron","HPD#1193","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021695"
"1050","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1178","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021572"
"1051","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1358","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020011418"
"1054","Bathymodiolus platifrons","Sakai","HPD#1857","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054498"
"1059","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1092","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990010374"
"1060","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1270","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011031"
"1063","Bathymodiolus platifrons","Izena Cauldron","DT#DK89-1-OKN leg2 DT-50~52","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890017498"
"1065","Bathymodiolus platifrons","Izena Cauldron","DT#DT-50~52","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890017497"
"1068","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0399","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013178"
"1076","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0226","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030008872"
"1079","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#0863","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2960004231"
"1080","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1273","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011128"
"1083","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0226","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030012778"
"1084","Bathymodiolus platifrons","Izena Cauldron","HPD#0395","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013083"
"1089","Bathymodiolus platifrons","Izena Cauldron","HPD#0396","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013118"
"1100","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#1621","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042232"
"1106","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1769","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150044489"
"1107","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1181","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010590"
"1109","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#1028","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002511"
"1113","Bathymodiolus platifrons","Izena Cauldron","2K#0364","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880009769"
"1115","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1182","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010607"
"1116","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1861","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054731"
"1117","Bathymodiolus platifrons","Izena Cauldron","HPD#1192","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021687"
"1122","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1354","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020011333"
"1128","Bathymodiolus platifrons","North Knoll, Iheya Ridge","3K#0376","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980014237"
"1135","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1094","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014398"
"1137","Bathymodiolus platifrons","Izena Cauldron","HPD#1188","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021662"
"1138","Bathymodiolus platifrons","Sakai","HPD#1184","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021661"
"1140","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1270","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010006161"
"1143","Bathymodiolus platifrons","Tarama Knoll","6K#1508","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054134"
"1146","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#1621","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042169"
"1155","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1189","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010731"
"1160","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1094","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014788"
"1165","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1275","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011169"
"1166","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1274","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011167"
"1169","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1184","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010647"
"1171","Bathymodiolus platifrons","Izena Cauldron","HPD#0395","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013072"
"1183","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1358","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020011432"
"1185","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1352","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020011314"
"1187","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1181","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010594"
"1192","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#1621","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042222"
"1193","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#1621","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042219"
"1196","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1182","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010606"
"1199","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1094","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014787"
"1203","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0226","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030012771"
"1204","Bathymodiolus platifrons","Izena Cauldron","2K#0364","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880009794"
"1207","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1275","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011172"
"1213","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1275","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011177"
"1214","Bathymodiolus platifrons","Izena Cauldron","HPD#1193","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021736"
"1215","Bathymodiolus platifrons","Izena Cauldron","HPD#1193","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021739"
"1216","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0297","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2040012885"
"1218","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0226","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030047339"
"1220","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1359","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020011460"
"1222","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#0975","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970004852"
"1223","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1276","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011228"
"1224","Bathymodiolus platifrons","North Knoll, Iheya Ridge","3K#0376","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2980014328"
"1228","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1189","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010713"
"1229","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#1028","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002514"
"1232","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1267","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010010918"
"1239","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1267","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010015102"
"1241","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1193","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010772"
"1242","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1193","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010771"
"1247","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1271","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011040"
"1253","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0399","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013157"
"1257","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1247","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110024593"
"1259","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1094","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014397"
"1260","Bathymodiolus platifrons","Izena Cauldron","2K#0364","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880014951"
"1261","Bathymodiolus platifrons","Sakai","HPD#1858","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150048082"
"1262","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1614","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041402"
"1271","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1273","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011119"
"1272","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#1621","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042215"
"1273","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1184","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010635"
"1275","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#1621","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042223"
"1276","Bathymodiolus platifrons","Sakai","2K#0673","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930009439"
"1282","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1092","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014342"
"1283","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1094","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990010448"
"1285","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1094","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014516"
"1287","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","HPD#1623","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042345"
"1288","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1271","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011041"
"1289","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1274","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011166"
"1291","Bathymodiolus platifrons","Sakai","HPD#1246","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110024540"
"1292","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1178","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021571"
"1297","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1274","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011138"
"1300","Bathymodiolus platifrons","Izena Cauldron","HPD#1193","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021703"
"1301","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#0975","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970004848"
"1303","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1189","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010707"
"1307","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1270","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011029"
"1310","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1181","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010595"
"1313","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1614","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041411"
"1314","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1181","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010602"
"1316","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1267","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010010914"
"1319","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1273","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011086"
"1320","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1859","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054607"
"1322","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1267","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010015101"
"1324","Bathymodiolus platifrons","Izena Cauldron","2K#0364","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880009797"
"1327","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1617","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041580"
"1331","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1268","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010015109"
"1335","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0225","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030006457"
"1337","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0225","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030006464"
"1340","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0297","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2040012889"
"1342","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0226","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030006465"
"1343","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1191","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010747"
"1347","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1269","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010010990"
"1351","Bathymodiolus platifrons","Izena Cauldron","2K#0364","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880017536"
"1353","Bathymodiolus platifrons","Izena Cauldron","HPD#0395","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013097"
"1358","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1193","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010770"
"1359","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1273","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011127"
"1360","Bathymodiolus platifrons","Sakai","2K#0672","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2930017433"
"1363","Bathymodiolus platifrons","Izena Cauldron","2K#0364","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880009795"
"1365","Bathymodiolus platifrons","Sakai","HPD#1245","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110024526"
"1366","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0399","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013180"
"1370","Bathymodiolus platifrons","Sakai","HPD#1246","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110024541"
"1371","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1092","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990010372"
"1372","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","HPD#1623","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042321"
"1384","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1094","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014400"
"1385","Bathymodiolus platifrons","Tarama Knoll","6K#1508","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1170054133"
"1387","Bathymodiolus platifrons","Sakai","HPD#1183","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/71594"
"1390","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1593","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1130040485"
"1392","Bathymodiolus platifrons","Izena Cauldron","2K#0364","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880017537"
"1393","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1612","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041326"
"1396","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#1028","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002515"
"1398","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","2K#1274","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011130"
"1401","Bathymodiolus platifrons","Sakai","HPD#1858","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054568"
"1405","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1094","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014343"
"1410","Bathymodiolus platifrons","SPOT, Yonaguni Knoll IV","HPD#1623","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042346"
"1413","Bathymodiolus platifrons","Izena Cauldron","HPD#1192","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021694"
"1414","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#1094","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990014476"
"1416","Bathymodiolus platifrons","North Knoll, Iheya Ridge","2K#0975","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2970004839"
"1417","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1612","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041305"
"1418","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#0297","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2040012883"
"1419","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1275","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011179"
"1420","Bathymodiolus platifrons","SPOT, Hatoma Knoll","6K#1001","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1190057933"
"1422","Bathymodiolus platifrons","North Knoll, Iheya Ridge","HPD#1861","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054750"
"1424","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1358","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020011424"
"1429","Bathymodiolus platifrons","Myojin Knoll","HPD#1810","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150051543"
"1433","Bathymodiolus platifrons","SPOT, Hatoma Knoll","2K#1359","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2020011476"
"1438","Bathymodiolus platifrons","SPOT, Hatoma Knoll","HPD#1621","http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042225"
