Taxon,NamID,fieldNumber,references,freq
Provanna lucida,Sakai,HPD#1858,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054562,8
Provanna lucida,Sakai,HPD#1858,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054580,8
Provanna lucida,Sakai,HPD#1858,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054522,8
Provanna lucida,Sakai,HPD#1858,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054541,8
Shinkaia crosnieri,Minami-Ensei Knoll,HPD#1328,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027284,8
Shinkaia crosnieri,Minami-Ensei Knoll,2K#0615,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/3662,8
Shinkaia crosnieri,Minami-Ensei Knoll,HPD#1328,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/102335,8
Shinkaia crosnieri,Minami-Ensei Knoll,HPD#1328,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027458,8
Shinkaia crosnieri,Minami-Ensei Knoll,HPD#1327,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027248,8
Shinkaia crosnieri,Minami-Ensei Knoll,HPD#1327,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/102016,8
Shinkaia crosnieri,Minami-Ensei Knoll,HPD#1328,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027260,8
Shinkaia crosnieri,Minami-Ensei Knoll,HPD#1327,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027249,8
Alviniconcha hessleri,Pika,6K#1224,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100048225,9
Alviniconcha hessleri,Pika,6K#1225,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021797,9
Alviniconcha hessleri,Pika,6K#1224,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100048219,9
Alviniconcha hessleri,Pika,6K#1224,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100048244,9
Alviniconcha hessleri,Pika,6K#1225,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100048257,9
Alviniconcha hessleri,Pika,6K#1224,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100048228,9
Alviniconcha hessleri,Pika,6K#1226,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100048273,9
Alviniconcha hessleri,Pika,6K#1224,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100048230,9
Alviniconcha hessleri,Pika,6K#1224,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100048229,9
Ashinkailepas seepiophila,"North Knoll, Iheya Ridge",2K#1092,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2990010375,9
Ashinkailepas seepiophila,"North Knoll, Iheya Ridge",HPD#1178,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021525,9
Ashinkailepas seepiophila,"North Knoll, Iheya Ridge",HPD#1861,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054790,9
Ashinkailepas seepiophila,"North Knoll, Iheya Ridge",HPD#1178,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021560,9
Ashinkailepas seepiophila,"North Knoll, Iheya Ridge",HPD#1861,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054756,9
Ashinkailepas seepiophila,"North Knoll, Iheya Ridge",HPD#1861,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054792,9
Ashinkailepas seepiophila,"North Knoll, Iheya Ridge",HPD#1861,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054791,9
Ashinkailepas seepiophila,"North Knoll, Iheya Ridge",HPD#1614,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140041441,9
Ashinkailepas seepiophila,"North Knoll, Iheya Ridge",HPD#1861,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1150054772,9
Munidopsis ryukyuensis,Irabu Knoll,HPD#1624,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042386,9
Munidopsis ryukyuensis,Irabu Knoll,HPD#1624,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042388,9
Munidopsis ryukyuensis,Irabu Knoll,HPD#1330,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027553,9
Munidopsis ryukyuensis,Irabu Knoll,HPD#1624,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042374,9
Munidopsis ryukyuensis,Irabu Knoll,HPD#1330,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027526,9
Munidopsis ryukyuensis,Irabu Knoll,HPD#1332,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027731,9
Munidopsis ryukyuensis,Irabu Knoll,HPD#1330,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027550,9
Munidopsis ryukyuensis,Irabu Knoll,HPD#1624,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042387,9
Munidopsis ryukyuensis,Irabu Knoll,HPD#1624,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042373,9
Simenchelys parasitica,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028620,9
Simenchelys parasitica,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028619,9
Simenchelys parasitica,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028616,9
Simenchelys parasitica,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028613,9
Simenchelys parasitica,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028612,9
Simenchelys parasitica,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028615,9
Simenchelys parasitica,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028617,9
Simenchelys parasitica,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028614,9
Simenchelys parasitica,Suiyo Seamount,HPD#1286,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110028618,9
Cantrainea jamsteci,Minami-Ensei Knoll,HPD#0703,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007387,10
Cantrainea jamsteci,Minami-Ensei Knoll,2K#0358,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880011638,10
Cantrainea jamsteci,Minami-Ensei Knoll,DK89-1-OKN,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890017519,10
Cantrainea jamsteci,Minami-Ensei Knoll,2K#0616,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920025571,10
Cantrainea jamsteci,Minami-Ensei Knoll,2K#0616,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009619,10
Cantrainea jamsteci,Minami-Ensei Knoll,2K#0549,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2910009672,10
Cantrainea jamsteci,Minami-Ensei Knoll,2K#0649,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920009618,10
Cantrainea jamsteci,Minami-Ensei Knoll,"DT#DK89-1-OKN leg1 DTV-10, 11S Ensei Knoll",http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890014219,10
Cantrainea jamsteci,Minami-Ensei Knoll,2K#0610,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920011712,10
Cantrainea jamsteci,Minami-Ensei Knoll,2K#0617,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2920005601,10
Oenopota ogasawarana,Kaikata Seamount,"DT#DK88-3-IZU 19880831 Kaikata Seamount, Ogasawara",http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880017542,10
Oenopota ogasawarana,Kaikata Seamount,DT#DK88-3-IZU DT-11,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880017539,10
Oenopota ogasawarana,Kaikata Seamount,"DT#DK88-3-IZU 19880831 Kaikata Seamount, Ogasawara",http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880017541,10
Oenopota ogasawarana,Kaikata Seamount,2K#0404,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2890009755,10
Oenopota ogasawarana,Kaikata Seamount,HPD#0186,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030015816,10
Oenopota ogasawarana,Kaikata Seamount,"DT#DK88-3-IZU 19880831 Kaikata Seamount, Ogasawara",http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880017543,10
Oenopota ogasawarana,Kaikata Seamount,2K#0339,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880009775,10
Oenopota ogasawarana,Kaikata Seamount,HPD#0186,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030015815,10
Oenopota ogasawarana,Kaikata Seamount,2K#0559,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2910009647,10
Oenopota ogasawarana,Kaikata Seamount,HPD#0188,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2030015828,10
Symphurus thermophilus,Nikko volcano,HPD#0967,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000647,10
Symphurus thermophilus,Nikko volcano,HPD#0967,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000645,10
Symphurus thermophilus,Nikko volcano,HPD#1168,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100023794,10
Symphurus thermophilus,Nikko volcano,HPD#0966,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000633,10
Symphurus thermophilus,Nikko volcano,HPD#0969,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000707,10
Symphurus thermophilus,Nikko volcano,HPD#0966,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000636,10
Symphurus thermophilus,Nikko volcano,"HPD#0966, HPD#967, HPD#968, HPD#0969",http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/4090036659,10
Symphurus thermophilus,Nikko volcano,HPD#0967,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000646,10
Symphurus thermophilus,Nikko volcano,HPD#0969,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000706,10
Symphurus thermophilus,Nikko volcano,HPD#0967,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090000649,10
Margarites ryukyuensis,"SPOT, Hatoma Knoll",2K#1184,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010648,11
Margarites ryukyuensis,"SPOT, Hatoma Knoll",2K#1182,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010619,11
Margarites ryukyuensis,"SPOT, Hatoma Knoll",2K#1182,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010612,11
Margarites ryukyuensis,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042231,11
Margarites ryukyuensis,"SPOT, Hatoma Knoll",2K#1185,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010657,11
Margarites ryukyuensis,"SPOT, Hatoma Knoll",2K#1270,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010015092,11
Margarites ryukyuensis,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042240,11
Margarites ryukyuensis,"SPOT, Hatoma Knoll",HPD#1331,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027598,11
Margarites ryukyuensis,"SPOT, Hatoma Knoll",2K#1189,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010712,11
Margarites ryukyuensis,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042218,11
Margarites ryukyuensis,"SPOT, Hatoma Knoll",2K#1185,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010655,11
Alvinocaris longirostris,Izena Cauldron,HPD#1192,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021692,12
Alvinocaris longirostris,Izena Cauldron,HPD#0397,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013130,12
Alvinocaris longirostris,Izena Cauldron,HPD#1184,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021649,12
Alvinocaris longirostris,Izena Cauldron,HPD#0397,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013137,12
Alvinocaris longirostris,Izena Cauldron,HPD#0398,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013155,12
Alvinocaris longirostris,Izena Cauldron,HPD#1193,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021713,12
Alvinocaris longirostris,Izena Cauldron,HPD#1192,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021693,12
Alvinocaris longirostris,Izena Cauldron,HPD#1184,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021640,12
Alvinocaris longirostris,Izena Cauldron,HPD#1191,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021670,12
Alvinocaris longirostris,Izena Cauldron,HPD#0397,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050013126,12
Alvinocaris longirostris,Izena Cauldron,HPD#1184,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021659,12
Alvinocaris longirostris,Izena Cauldron,HPD#1193,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021724,12
Bathyacmaea secunda,"SPOT, Hatoma Knoll",2K#1185,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010654,12
Bathyacmaea secunda,"SPOT, Hatoma Knoll",2K#1189,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010716,12
Bathyacmaea secunda,"SPOT, Hatoma Knoll",2K#1182,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010615,12
Bathyacmaea secunda,"SPOT, Hatoma Knoll",HPD#1028,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002519,12
Bathyacmaea secunda,"SPOT, Hatoma Knoll",HPD#1028,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002521,12
Bathyacmaea secunda,"SPOT, Hatoma Knoll",2K#1187,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010675,12
Bathyacmaea secunda,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042159,12
Bathyacmaea secunda,"SPOT, Hatoma Knoll",HPD#1028,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002520,12
Bathyacmaea secunda,"SPOT, Hatoma Knoll",2K#1189,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010722,12
Bathyacmaea secunda,"SPOT, Hatoma Knoll",2K#1184,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010640,12
Bathyacmaea secunda,"SPOT, Hatoma Knoll",2K#1181,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000010599,12
Bathyacmaea secunda,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042164,12
Paralomis jamsteci,Minami-Ensei Knoll,HPD#0703,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110026006,13
Paralomis jamsteci,Minami-Ensei Knoll,HPD#0700,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/6640,13
Paralomis jamsteci,Minami-Ensei Knoll,HPD#0699,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/3577,13
Paralomis jamsteci,Minami-Ensei Knoll,HPD#0700,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/6635,13
Paralomis jamsteci,Minami-Ensei Knoll,HPD#0697,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070007345,13
Paralomis jamsteci,Minami-Ensei Knoll,HPD#0700,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/6621,13
Paralomis jamsteci,Minami-Ensei Knoll,2K#0549,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2910005600,13
Paralomis jamsteci,Minami-Ensei Knoll,2K#0542,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/6940,13
Paralomis jamsteci,Minami-Ensei Knoll,HPD#0700,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/E-library+of+Deep-sea+Images/23714,13
Paralomis jamsteci,Minami-Ensei Knoll,HPD#0697,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070008940,13
Paralomis jamsteci,Minami-Ensei Knoll,HPD#0697,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2070008939,13
Paralomis jamsteci,Minami-Ensei Knoll,2K#0358,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2880009767,13
Paralomis jamsteci,Minami-Ensei Knoll,2K#0549,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2910009660,13
Shinkaicaris leurokolos,"SPOT, Hatoma Knoll",HPD#1028,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002548,13
Shinkaicaris leurokolos,"SPOT, Hatoma Knoll",HPD#1028,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090046858,13
Shinkaicaris leurokolos,"SPOT, Hatoma Knoll",HPD#1028,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002538,13
Shinkaicaris leurokolos,"SPOT, Hatoma Knoll",6K#0999,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2060047014,13
Shinkaicaris leurokolos,"SPOT, Hatoma Knoll",HPD#1028,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002549,13
Shinkaicaris leurokolos,"SPOT, Hatoma Knoll",HPD#1028,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002550,13
Shinkaicaris leurokolos,"SPOT, Hatoma Knoll",HPD#1028,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002545,13
Shinkaicaris leurokolos,"SPOT, Hatoma Knoll",HPD#1028,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002546,13
Shinkaicaris leurokolos,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042167,13
Shinkaicaris leurokolos,"SPOT, Hatoma Knoll",HPD#1028,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002547,13
Shinkaicaris leurokolos,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042184,13
Shinkaicaris leurokolos,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042255,13
Shinkaicaris leurokolos,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042258,13
Alvinocaris longirostris,"SPOT, Yonaguni Knoll IV",2K#1271,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011033,14
Alvinocaris longirostris,"SPOT, Yonaguni Knoll IV",HPD#1622,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042268,14
Alvinocaris longirostris,"SPOT, Yonaguni Knoll IV",HPD#1623,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042340,14
Alvinocaris longirostris,"SPOT, Yonaguni Knoll IV",2K#1273,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010015123,14
Alvinocaris longirostris,"SPOT, Yonaguni Knoll IV",HPD#1623,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042336,14
Alvinocaris longirostris,"SPOT, Yonaguni Knoll IV",2K#1273,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011090,14
Alvinocaris longirostris,"SPOT, Yonaguni Knoll IV",HPD#1622,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042285,14
Alvinocaris longirostris,"SPOT, Yonaguni Knoll IV",2K#1267,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010010928,14
Alvinocaris longirostris,"SPOT, Yonaguni Knoll IV",2K#1268,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010010957,14
Alvinocaris longirostris,"SPOT, Yonaguni Knoll IV",HPD#1622,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042273,14
Alvinocaris longirostris,"SPOT, Yonaguni Knoll IV",2K#1273,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011069,14
Alvinocaris longirostris,"SPOT, Yonaguni Knoll IV",2K#1273,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010011087,14
Alvinocaris longirostris,"SPOT, Yonaguni Knoll IV",2K#1271,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2010015036,14
Alvinocaris longirostris,"SPOT, Yonaguni Knoll IV",HPD#1623,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042303,14
Munidopsis ryukyuensis,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042171,14
Munidopsis ryukyuensis,"SPOT, Hatoma Knoll",HPD#1028,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002517,14
Munidopsis ryukyuensis,"SPOT, Hatoma Knoll",2K#1185,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000014814,14
Munidopsis ryukyuensis,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042193,14
Munidopsis ryukyuensis,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042194,14
Munidopsis ryukyuensis,"SPOT, Hatoma Knoll",2K#1182,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000014817,14
Munidopsis ryukyuensis,"SPOT, Hatoma Knoll",HPD#1028,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002464,14
Munidopsis ryukyuensis,"SPOT, Hatoma Knoll",HPD#1028,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1090002518,14
Munidopsis ryukyuensis,"SPOT, Hatoma Knoll",HPD#1331,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1110027597,14
Munidopsis ryukyuensis,"SPOT, Hatoma Knoll",2K#1183,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2000014821,14
Munidopsis ryukyuensis,"SPOT, Hatoma Knoll",HPD#0399,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2050006518,14
Munidopsis ryukyuensis,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042205,14
Munidopsis ryukyuensis,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042160,14
Munidopsis ryukyuensis,"SPOT, Hatoma Knoll",HPD#1621,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1140042203,14
Paralvinella hessleri,Izena Cauldron,HPD#1184,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/1100021658,14
Paralvinella hessleri,Izena Cauldron,HPD#0865,http://www.godac.jamstec.go.jp/bismal/record/JAMSTEC/Biological+Sample+Collection/2080016868,14
